employee_id,age,gender,department,job_role,years_experience,years_at_company,years_since_last_promotion,monthly_salary,annual_salary,job_satisfaction,work_life_balance,performance_rating,overtime,commute_distance_km,marital_status,education_field,attrition
1257,39,Male,Marketing,Content Specialist,13,9,8,5650,67800,3,3,4,No,2.1,Married,Other,No
1258,20,Female,Engineering,Software Engineer,5,3,1,7360,88300,2,3,4,No,5.4,Single,Engineering,No
1259,39,Male,Sales,Sales Executive,0,0,0,4420,53000,4,1,4,Yes,3.7,Married,Marketing,Yes
1260,20,Female,Finance,Accountant,0,0,0,5660,67900,3,3,3,No,1.6,Single,HR,No
1261,40,Female,Customer Support,Support Lead,0,0,0,3820,45900,4,3,3,No,1.0,Single,Engineering,No
1262,20,Female,Marketing,Marketing Manager,6,6,0,5620,67500,3,4,2,No,12.9,Single,Other,No
1263,41,Male,Finance,Finance Manager,10,6,1,8050,96600,3,3,3,Yes,4.1,Single,Other,Yes
1264,29,Female,Customer Support,Support Manager,3,3,1,4540,54500,3,4,3,No,10.0,Married,Engineering,No
1265,31,Male,Customer Support,Support Associate,17,5,1,5480,65700,2,3,4,No,27.5,Single,Engineering,Yes
1266,44,Female,Customer Support,Support Lead,2,2,2,3250,39000,2,2,3,Yes,2.3,Single,Business,No
1267,28,Male,Customer Support,Support Lead,5,1,0,4020,48200,4,3,3,No,13.0,Married,Engineering,No
1268,31,Male,Engineering,Senior Engineer,9,8,1,9230,110800,1,2,3,Yes,7.8,Single,HR,No
1269,23,Female,Engineering,QA Engineer,11,5,1,7480,89800,4,3,3,No,1.0,Married,Marketing,No
1270,24,Male,Finance,Financial Analyst,6,6,2,6370,76400,3,4,3,Yes,1.0,Married,Marketing,No
1271,37,Female,Sales,Sales Manager,10,3,0,5710,68500,4,3,3,Yes,2.7,Single,Business,No
1272,31,Male,Marketing,Marketing Associate,7,7,0,6250,75000,4,3,3,No,36.6,Divorced,Engineering,No
1273,36,Male,HR,HR Manager,15,4,0,6320,75900,2,2,3,No,12.4,Married,Marketing,Yes
1274,48,Male,Sales,Account Manager,7,1,1,5810,69700,4,4,2,No,1.0,Single,Marketing,No
1275,30,Female,Finance,Financial Analyst,10,1,1,5920,71100,3,3,3,No,19.0,Married,Engineering,Yes
1276,44,Male,Customer Support,Support Lead,7,5,2,4640,55700,4,2,3,No,4.7,Single,Business,No
1277,42,Female,HR,HR Executive,2,2,2,4080,49000,4,4,3,No,6.9,Single,Business,No
1278,34,Male,Marketing,Marketing Manager,13,1,0,7180,86200,3,2,3,Yes,9.2,Married,Engineering,Yes
1279,32,Male,Sales,Account Manager,3,2,2,5940,71300,2,4,3,No,1.7,Single,HR,No
1280,37,Female,HR,Recruiter,4,4,3,5260,63100,3,2,2,No,2.0,Married,HR,No
1281,43,Female,Engineering,Engineering Manager,15,5,0,11200,134400,4,1,3,No,1.2,Married,Engineering,No
1282,41,Female,Sales,Sales Manager,3,3,0,4710,56500,4,3,3,Yes,1.0,Single,Business,No
1283,33,Male,Sales,Account Manager,6,2,2,5030,60400,2,4,2,No,3.1,Single,HR,Yes
1284,36,Female,Sales,Sales Manager,7,7,1,4670,56000,3,3,4,No,4.7,Single,Business,No
1285,26,Female,Engineering,QA Engineer,9,0,0,9430,113200,3,3,4,No,1.3,Married,Engineering,No
1286,38,Female,Finance,Finance Manager,8,0,0,7080,84900,1,2,3,Yes,20.9,Single,Other,Yes
1287,29,Female,Sales,Sales Executive,15,0,0,5880,70600,3,4,3,No,2.5,Married,Business,No
1288,34,Female,Engineering,Software Engineer,15,3,0,9120,109500,4,1,2,Yes,1.7,Married,Business,No
1289,35,Male,Sales,Sales Executive,16,2,1,6280,75400,4,3,3,Yes,10.0,Married,Business,Yes
1290,29,Female,Finance,Financial Analyst,9,0,0,8150,97800,3,3,3,No,2.9,Single,Engineering,No
1291,28,Female,Customer Support,Support Manager,3,3,1,3520,42300,3,3,3,Yes,13.2,Married,Engineering,No
1292,25,Male,Engineering,Senior Engineer,20,0,0,12810,153700,3,3,3,Yes,1.0,Single,Engineering,No
1293,20,Female,Finance,Financial Analyst,11,3,3,6320,75800,4,1,3,No,3.8,Married,Marketing,No
1294,20,Female,Engineering,Engineering Manager,6,6,0,9850,118200,4,3,2,Yes,1.9,Single,Business,No
1295,24,Male,Marketing,Marketing Associate,4,2,0,5860,70300,1,3,3,No,60.0,Single,Engineering,No
1296,31,Male,Engineering,Software Engineer,10,0,0,9340,112100,3,1,3,Yes,1.9,Single,Business,No
1297,41,Female,Sales,Sales Manager,5,0,0,4480,53800,3,3,3,Yes,18.7,Married,HR,No
1298,32,Male,Finance,Accountant,4,1,0,6470,77600,4,2,3,No,3.2,Single,Marketing,No
1299,31,Male,Sales,Sales Executive,9,0,0,5420,65100,4,4,3,Yes,1.6,Married,HR,No
1300,27,Female,Marketing,Content Specialist,17,1,0,7620,91500,1,4,3,No,4.7,Single,Business,No
1301,33,Female,Customer Support,Support Lead,4,2,2,4290,51500,2,2,2,No,6.8,Married,Business,Yes
1302,29,Male,HR,Recruiter,1,1,1,5340,64100,3,3,2,No,3.5,Married,Business,No
1303,33,Female,Sales,Sales Manager,11,8,1,6290,75500,4,1,4,No,10.8,Married,Business,No
1304,37,Female,Customer Support,Support Lead,6,2,2,4370,52400,2,3,4,No,18.0,Single,Engineering,No
1305,33,Male,Customer Support,Support Manager,5,2,1,4380,52600,4,4,4,No,4.7,Single,Engineering,No
1306,37,Male,Engineering,QA Engineer,5,0,0,6300,75600,3,1,3,Yes,7.1,Divorced,Other,Yes
1307,20,Male,Customer Support,Support Lead,3,1,1,3500,42000,3,2,4,Yes,8.1,Married,Business,Yes
1308,47,Female,Engineering,QA Engineer,13,0,0,9870,118400,4,3,2,Yes,18.7,Married,Marketing,No
1309,45,Female,Marketing,Marketing Manager,9,5,1,4380,52600,2,3,3,No,5.5,Married,Business,No
1310,37,Male,Finance,Finance Manager,15,2,0,8190,98300,1,4,3,No,1.2,Single,Engineering,No
1311,31,Male,Engineering,Software Engineer,16,3,0,11020,132200,4,3,4,No,1.5,Married,Marketing,No
1312,42,Female,Finance,Financial Analyst,1,0,0,4810,57700,2,4,3,No,1.1,Married,HR,No
1313,35,Male,HR,HR Manager,6,6,2,6330,76000,3,1,3,No,7.7,Divorced,Engineering,No
1314,25,Male,Engineering,QA Engineer,5,0,0,8780,105300,4,3,4,No,1.6,Divorced,Business,No
1315,60,Male,Engineering,Senior Engineer,0,0,0,7310,87700,1,1,2,No,1.0,Married,Engineering,Yes
1316,42,Male,Marketing,Content Specialist,5,5,3,3520,42200,2,3,2,No,1.9,Married,Other,No
1317,29,Male,HR,Recruiter,1,1,0,4790,57500,3,3,3,Yes,1.0,Single,Marketing,No
1318,38,Female,Sales,Sales Manager,0,0,0,4020,48300,2,3,3,No,14.9,Married,Other,No
1319,48,Female,Engineering,Software Engineer,12,4,0,8600,103200,3,3,3,No,11.7,Single,Business,No
1320,33,Female,Engineering,QA Engineer,11,5,1,9060,108700,4,4,3,Yes,1.8,Single,Engineering,No
1321,33,Male,Customer Support,Support Manager,4,3,2,4140,49700,4,1,3,No,4.4,Married,Marketing,No
1322,27,Male,Sales,Sales Executive,1,1,0,3080,36900,4,2,3,Yes,2.1,Single,Marketing,Yes
1323,25,Female,Engineering,Engineering Manager,7,1,1,8520,102200,4,4,1,No,17.1,Married,Engineering,No
1324,35,Male,Marketing,Content Specialist,1,1,1,4820,57900,3,3,3,Yes,6.4,Divorced,Engineering,No
1325,20,Male,Engineering,Senior Engineer,13,9,2,9450,113400,4,2,3,No,10.6,Married,Business,No
1326,39,Male,Marketing,Content Specialist,10,4,2,6240,74900,1,3,3,No,5.2,Divorced,Business,No
1327,40,Male,Engineering,Engineering Manager,12,2,0,8800,105600,3,4,3,No,6.0,Single,Business,No
1328,47,Female,Engineering,QA Engineer,2,2,0,7890,94700,3,3,2,No,3.1,Divorced,Engineering,No
1329,39,Male,Finance,Financial Analyst,4,2,1,6870,82400,2,3,2,Yes,1.2,Divorced,Engineering,No
1330,35,Male,Sales,Sales Manager,0,0,0,4320,51900,4,3,4,Yes,6.3,Married,Engineering,No
1331,37,Male,Finance,Financial Analyst,13,1,1,8180,98200,3,2,2,Yes,4.1,Divorced,Other,No
1332,30,Male,Marketing,Marketing Manager,2,2,0,3040,36500,4,3,3,No,34.8,Married,Other,No
1333,33,Male,HR,HR Manager,14,5,1,7020,84200,2,3,2,Yes,5.2,Divorced,Other,No
1334,42,Male,HR,HR Executive,2,0,0,3550,42600,4,3,4,No,10.4,Single,Business,No
1335,37,Male,Engineering,Software Engineer,2,2,0,6560,78700,4,4,4,Yes,1.9,Single,Engineering,No
1336,47,Female,Sales,Account Manager,8,3,3,7020,84200,4,4,4,Yes,9.1,Single,Business,No
1337,42,Male,Marketing,Marketing Manager,16,1,1,6780,81400,1,3,4,Yes,1.7,Single,Marketing,Yes
1338,37,Female,Marketing,Marketing Associate,10,1,1,5230,62800,3,4,2,No,8.2,Divorced,Business,No
1339,30,Male,Finance,Financial Analyst,5,5,0,5240,62900,4,1,3,No,6.8,Single,HR,No
1340,30,Female,Marketing,Marketing Associate,10,8,0,5850,70200,2,3,3,No,8.3,Married,HR,No
1341,30,Female,Engineering,Software Engineer,8,4,3,8480,101700,4,3,4,No,14.2,Married,Engineering,No
1342,32,Female,Engineering,Senior Engineer,10,0,0,9890,118700,4,2,4,No,1.8,Married,Business,No
1343,42,Male,Engineering,Senior Engineer,9,3,3,10260,123100,4,4,3,No,1.2,Married,HR,No
1344,20,Female,HR,HR Manager,0,0,0,4400,52800,4,2,2,No,15.4,Single,Business,No
1345,40,Male,Sales,Account Manager,4,4,0,5350,64200,2,3,2,Yes,8.3,Married,Business,Yes
1346,20,Female,Engineering,Engineering Manager,7,2,0,7480,89700,4,4,3,No,10.0,Married,Engineering,Yes
1347,20,Female,Customer Support,Support Manager,7,1,1,4560,54700,2,4,2,No,5.4,Single,Business,No
1348,32,Male,Engineering,Software Engineer,5,0,0,7180,86200,2,4,2,Yes,1.0,Single,Business,No
1349,46,Male,Finance,Accountant,11,1,0,5860,70300,3,3,3,No,17.3,Single,HR,No
1350,34,Female,Engineering,Engineering Manager,7,7,4,8410,100900,3,3,3,Yes,6.4,Single,Engineering,No
1351,35,Female,Marketing,Marketing Associate,9,1,1,5050,60600,3,3,4,Yes,1.0,Married,Engineering,Yes
1352,29,Male,HR,Recruiter,11,0,0,6370,76400,3,4,3,Yes,11.4,Single,Marketing,No
1353,29,Female,Marketing,Marketing Manager,6,0,0,5450,65400,3,4,2,No,1.5,Divorced,Business,No
1354,39,Female,Finance,Accountant,6,0,0,5910,70900,3,3,1,Yes,1.0,Married,Engineering,No
1355,24,Female,Marketing,Marketing Associate,14,1,0,7180,86200,3,1,3,No,8.7,Divorced,Business,No
1356,31,Female,HR,Recruiter,8,7,2,5910,70900,2,1,3,No,5.4,Single,Marketing,No
1357,33,Male,Customer Support,Support Lead,6,0,0,4970,59600,1,2,1,No,12.5,Single,Business,Yes
1358,29,Female,Engineering,Senior Engineer,9,2,0,7740,92900,3,3,3,No,22.2,Married,Engineering,No
1359,40,Male,Engineering,QA Engineer,5,1,0,8120,97500,2,4,2,No,2.4,Single,Engineering,No
1360,39,Female,Customer Support,Support Associate,6,6,1,3980,47800,4,2,4,No,1.6,Divorced,Marketing,No
1361,36,Female,Marketing,Marketing Associate,5,1,0,5280,63300,2,3,2,No,4.9,Married,Business,No
1362,24,Male,Engineering,Senior Engineer,11,11,0,9320,111900,2,2,3,Yes,1.6,Single,Business,No
1363,20,Male,Finance,Accountant,11,5,4,7920,95100,4,3,3,Yes,4.7,Married,Other,No
1364,44,Male,Sales,Sales Executive,20,3,3,8780,105300,2,4,3,No,15.5,Married,Business,No
1365,32,Female,Sales,Sales Manager,5,5,3,5140,61700,4,4,3,No,7.3,Married,Other,No
1366,23,Female,Marketing,Marketing Associate,19,0,0,6880,82500,4,3,4,Yes,2.1,Single,Engineering,No
1367,51,Female,Marketing,Marketing Manager,9,3,2,6680,80200,1,3,3,No,14.2,Married,Engineering,No
1368,23,Female,Finance,Financial Analyst,7,0,0,5780,69400,3,4,3,Yes,6.4,Married,Engineering,No
1369,42,Male,Customer Support,Support Manager,3,3,1,4070,48800,3,2,2,No,1.3,Married,Engineering,No
1370,27,Male,Sales,Sales Executive,8,0,0,6280,75400,2,3,3,No,4.9,Married,Business,Yes
1371,43,Female,Customer Support,Support Lead,9,3,3,4880,58600,3,2,3,No,8.4,Single,Business,No
1372,27,Male,HR,HR Manager,11,2,0,6790,81500,2,1,3,Yes,2.7,Married,Marketing,No
1373,52,Male,HR,HR Manager,13,5,2,6680,80100,4,2,4,No,6.7,Married,Business,No
1374,36,Male,Marketing,Content Specialist,12,2,1,6000,72000,4,4,4,Yes,15.3,Single,Business,No
1375,35,Female,Engineering,Engineering Manager,13,1,1,9190,110300,4,3,3,No,1.5,Single,Engineering,No
1376,28,Male,Sales,Account Manager,2,1,0,4290,51500,3,2,3,Yes,19.3,Divorced,Marketing,Yes
1377,27,Female,Sales,Sales Executive,6,6,0,4720,56600,2,2,2,No,19.6,Married,Engineering,No
1378,52,Male,Sales,Sales Executive,10,0,0,5690,68300,4,2,3,Yes,2.0,Married,Engineering,No
1379,39,Male,Customer Support,Support Manager,6,6,2,4120,49400,3,2,2,Yes,1.0,Married,Business,No
1380,36,Male,Marketing,Content Specialist,7,7,2,5710,68500,3,3,3,Yes,4.8,Married,Business,No
1381,23,Male,Marketing,Marketing Associate,16,3,3,7820,93800,2,3,3,Yes,15.9,Single,Engineering,No
1382,26,Male,Customer Support,Support Associate,2,2,0,3810,45700,4,3,3,Yes,14.4,Single,Marketing,Yes
1383,51,Female,Finance,Financial Analyst,14,11,2,7950,95400,3,3,3,Yes,7.7,Single,Other,No
1384,34,Female,Sales,Sales Manager,14,0,0,6720,80700,4,2,3,No,18.9,Single,Business,No
1385,50,Female,Marketing,Marketing Associate,10,1,0,5860,70300,2,3,2,Yes,8.7,Married,Other,Yes
1386,22,Male,Marketing,Content Specialist,10,4,1,6450,77400,4,1,3,Yes,1.0,Married,HR,No
1387,25,Male,Finance,Accountant,15,3,2,7870,94400,3,1,3,No,28.5,Married,Other,No
1388,44,Female,Engineering,Engineering Manager,10,1,0,9120,109500,3,2,4,No,1.0,Divorced,Other,No
1389,43,Male,Customer Support,Support Lead,0,0,0,3550,42600,3,2,3,No,5.2,Single,Engineering,No
1390,50,Male,Sales,Sales Executive,14,1,1,6810,81700,4,3,3,Yes,4.8,Divorced,Other,No
1391,38,Male,Finance,Finance Manager,0,0,0,4830,58000,2,1,3,Yes,8.8,Single,Engineering,Yes
1392,33,Female,Engineering,Senior Engineer,0,0,0,6310,75700,4,1,4,No,6.2,Married,Business,No
1393,35,Female,Marketing,Marketing Associate,13,7,2,6680,80100,3,3,3,No,18.0,Married,Marketing,No
1394,41,Male,Engineering,Engineering Manager,7,0,0,8760,105100,1,4,4,No,4.3,Single,Engineering,Yes
1395,52,Male,Marketing,Marketing Associate,13,1,1,4980,59800,3,3,3,No,5.0,Divorced,Other,No
1396,34,Male,Sales,Sales Manager,0,0,0,3780,45300,4,2,3,No,4.5,Single,HR,Yes
1397,23,Male,Customer Support,Support Manager,3,1,1,3280,39300,3,2,4,No,4.8,Single,Business,No
1398,36,Male,Engineering,Senior Engineer,7,2,0,7440,89300,1,4,3,No,1.4,Married,Engineering,No
1399,46,Male,Customer Support,Support Manager,2,2,1,3430,41200,4,2,4,No,1.0,Single,Other,No
1400,30,Female,Marketing,Marketing Associate,6,0,0,6290,75500,4,3,3,Yes,1.1,Married,Business,No
1401,20,Male,Engineering,QA Engineer,12,2,0,9710,116500,2,1,2,No,1.4,Married,Engineering,No
1402,27,Male,HR,HR Executive,6,0,0,6060,72700,3,2,3,No,2.6,Married,Marketing,No
1403,33,Male,Finance,Finance Manager,4,0,0,4790,57500,4,2,3,No,2.9,Married,Other,No
1404,27,Female,Marketing,Content Specialist,15,2,2,6720,80700,4,3,3,No,7.2,Divorced,Engineering,No
1405,33,Male,Finance,Financial Analyst,5,1,1,5220,62700,4,4,4,No,6.7,Married,Engineering,No
1406,23,Male,Engineering,Engineering Manager,12,5,4,8630,103600,2,2,3,No,2.2,Single,Marketing,No
1407,41,Female,Customer Support,Support Associate,3,0,0,4360,52300,1,4,3,No,24.3,Single,Other,Yes
1408,35,Male,Marketing,Marketing Associate,9,5,2,5910,70900,1,2,2,Yes,5.4,Single,Business,Yes
1409,34,Male,Engineering,QA Engineer,7,0,0,7970,95600,3,2,2,Yes,13.2,Divorced,Engineering,No
1410,39,Female,HR,Recruiter,17,1,1,8780,105400,1,3,3,No,21.7,Married,Other,Yes
1411,37,Male,Engineering,Software Engineer,5,0,0,7970,95600,4,1,3,No,13.2,Single,Business,No
1412,31,Female,Sales,Sales Executive,14,5,1,6560,78700,1,2,3,Yes,7.9,Single,Business,Yes
1413,26,Female,Marketing,Content Specialist,7,0,0,5680,68200,2,2,2,Yes,10.1,Married,Engineering,Yes
1414,33,Male,Customer Support,Support Associate,14,0,0,3340,40100,4,2,3,No,18.9,Married,Business,Yes
1415,53,Female,Engineering,Engineering Manager,11,3,0,7530,90400,4,2,2,No,6.0,Married,HR,No
1416,42,Male,Sales,Sales Executive,2,2,0,5180,62200,4,2,2,No,1.0,Single,HR,No
1417,26,Male,Engineering,Engineering Manager,15,1,0,8910,106900,1,4,3,No,18.5,Married,Engineering,No
1418,30,Female,Engineering,QA Engineer,16,5,4,9920,119100,2,4,3,No,1.0,Married,Marketing,No
1419,39,Male,Engineering,Software Engineer,9,1,0,8190,98300,3,3,2,Yes,1.2,Single,Engineering,No
1420,20,Female,Customer Support,Support Manager,5,1,1,4380,52600,3,3,3,No,2.0,Single,Other,No
1421,35,Male,Finance,Finance Manager,17,2,0,8390,100700,2,4,3,Yes,1.0,Married,Business,Yes
1422,37,Female,Finance,Financial Analyst,7,2,0,6230,74800,4,1,4,Yes,8.1,Single,Business,No
1423,42,Female,HR,HR Manager,6,1,1,4070,48800,4,4,4,No,19.3,Single,Business,No
1424,24,Male,Sales,Sales Manager,19,8,1,6880,82500,4,4,3,No,6.9,Single,Other,No
1425,33,Male,Sales,Sales Executive,7,2,0,5850,70200,4,4,2,Yes,10.3,Single,Business,No
1426,26,Male,Customer Support,Support Manager,14,0,0,4940,59300,2,3,3,No,7.5,Single,Business,Yes
1427,35,Female,Sales,Sales Manager,16,3,1,6420,77100,1,1,3,Yes,6.5,Single,Business,Yes
1428,39,Female,Finance,Financial Analyst,5,0,0,6580,78900,3,2,4,No,3.4,Married,Engineering,No
1429,31,Female,Sales,Account Manager,10,10,0,5280,63400,2,4,4,Yes,11.7,Married,HR,Yes
1430,39,Male,Sales,Sales Manager,7,0,0,4720,56600,4,3,3,No,1.2,Divorced,Business,No
1431,38,Female,HR,HR Manager,13,1,1,6280,75300,4,4,2,No,1.7,Married,Business,No
1432,28,Female,Marketing,Marketing Associate,7,3,0,6110,73300,4,4,3,No,4.8,Single,Marketing,No
1433,20,Male,Engineering,QA Engineer,21,4,2,10870,130400,3,3,3,No,7.0,Divorced,Marketing,Yes
1434,25,Male,Customer Support,Support Associate,5,3,0,4220,50600,3,4,3,No,7.5,Single,Marketing,Yes
1435,34,Male,Engineering,Engineering Manager,17,0,0,9780,117300,4,4,3,No,5.4,Married,Engineering,No
1436,38,Male,HR,Recruiter,1,1,1,4620,55500,4,3,3,No,22.9,Single,Marketing,No
1437,47,Male,Finance,Financial Analyst,4,1,1,4410,52900,4,4,3,No,8.0,Married,Engineering,No
1438,40,Female,Customer Support,Support Manager,0,0,0,3890,46700,4,1,2,Yes,8.7,Married,Engineering,No
1439,32,Male,Customer Support,Support Lead,3,1,1,3490,41900,4,3,3,No,6.6,Married,Engineering,No
1440,23,Female,Engineering,Engineering Manager,13,0,0,8800,105600,1,4,3,Yes,12.7,Single,Engineering,No
1441,30,Male,Engineering,Senior Engineer,3,3,3,7810,93700,4,2,3,Yes,1.0,Married,Engineering,Yes
1442,47,Male,Engineering,Engineering Manager,4,4,0,8340,100100,4,4,3,No,2.5,Married,Business,No
1443,44,Female,Customer Support,Support Associate,4,4,2,4820,57800,3,3,3,No,6.0,Married,Marketing,No
1444,34,Male,Marketing,Content Specialist,11,6,1,7090,85100,4,1,3,No,1.4,Single,Engineering,Yes
1445,45,Male,Finance,Finance Manager,4,0,0,6300,75600,4,4,3,No,5.5,Divorced,Other,No
1446,26,Female,Finance,Finance Manager,8,5,5,6650,79800,4,4,2,Yes,1.0,Married,Marketing,No
1447,41,Male,Engineering,Software Engineer,16,0,0,9670,116000,3,4,3,No,5.6,Single,Business,No
1448,56,Male,HR,HR Manager,0,0,0,4500,54000,3,3,3,No,11.5,Married,Engineering,No
1449,25,Female,Sales,Account Manager,12,7,0,5220,62600,1,3,2,No,14.5,Divorced,HR,Yes
1450,55,Female,Sales,Account Manager,8,2,0,6550,78600,3,4,3,No,5.6,Married,HR,No
1451,20,Male,Engineering,QA Engineer,10,6,1,8370,100400,4,2,4,Yes,1.0,Married,Marketing,No
1452,48,Female,Engineering,Software Engineer,1,1,1,5300,63600,1,4,3,No,1.3,Married,HR,Yes
1453,46,Female,Customer Support,Support Lead,5,0,0,3580,42900,2,3,4,No,4.2,Single,Business,No
1454,27,Male,Customer Support,Support Manager,2,0,0,3870,46400,3,2,3,No,10.9,Single,Marketing,No
1455,47,Male,Customer Support,Support Manager,6,0,0,3580,42900,3,4,3,No,6.8,Married,HR,Yes
1456,24,Male,Engineering,Engineering Manager,8,5,3,7580,91000,3,4,2,No,10.1,Married,Other,No
1457,29,Male,Sales,Account Manager,13,3,0,6050,72600,2,2,4,No,2.8,Married,Business,Yes
1458,28,Female,Engineering,Engineering Manager,9,7,0,8780,105300,3,3,3,Yes,2.7,Married,Engineering,No
1459,40,Male,Sales,Sales Executive,10,10,2,6520,78300,4,4,2,Yes,4.3,Single,Engineering,No
1460,36,Male,Customer Support,Support Manager,10,1,0,5420,65000,2,2,3,No,6.5,Married,Engineering,No
1461,20,Male,Customer Support,Support Associate,3,1,1,4420,53000,2,2,3,No,9.2,Married,Business,Yes
1462,20,Female,Engineering,Software Engineer,1,0,0,6420,77100,4,1,2,No,2.6,Married,HR,No
1463,30,Male,Sales,Sales Executive,4,0,0,4830,58000,4,2,3,Yes,20.1,Married,Marketing,No
1464,38,Female,Finance,Finance Manager,10,1,0,6660,79900,4,1,3,No,1.0,Married,Business,No
1465,41,Male,Customer Support,Support Lead,8,5,2,4120,49500,3,4,3,No,2.0,Married,Other,No
1466,42,Male,Engineering,Software Engineer,3,1,0,6180,74100,1,2,4,No,9.8,Single,Marketing,Yes
1467,33,Male,Engineering,Software Engineer,11,2,1,8450,101400,1,2,2,No,7.1,Married,Business,Yes
1468,24,Female,Engineering,Engineering Manager,13,1,0,9080,109000,2,4,3,Yes,4.3,Single,Business,Yes
1469,53,Male,Engineering,QA Engineer,0,0,0,5580,66900,4,4,2,No,8.9,Single,Marketing,No
1470,35,Female,Customer Support,Support Associate,8,4,0,4510,54100,2,4,4,Yes,9.2,Divorced,Engineering,Yes
1471,48,Male,Sales,Sales Manager,4,0,0,5920,71000,1,2,3,No,7.8,Single,Marketing,Yes
1472,32,Male,Sales,Sales Executive,12,1,1,5410,64900,1,4,3,Yes,7.6,Married,Business,Yes
1473,36,Female,Engineering,Software Engineer,7,5,1,9620,115400,3,3,3,No,1.0,Married,Engineering,No
1474,37,Male,Engineering,Software Engineer,8,5,0,7710,92500,4,2,4,No,21.1,Divorced,Engineering,No
1475,26,Male,Customer Support,Support Associate,11,6,1,5290,63500,3,3,3,Yes,1.0,Married,HR,No
1476,50,Female,HR,HR Manager,6,4,2,6200,74400,1,3,3,Yes,15.7,Married,Business,Yes
1477,31,Female,Sales,Sales Executive,6,0,0,5800,69600,3,3,4,No,15.7,Single,Other,Yes
1478,34,Female,Marketing,Content Specialist,0,0,0,4320,51900,1,3,4,No,28.7,Single,Engineering,Yes
1479,38,Female,Engineering,QA Engineer,7,0,0,8580,102900,3,3,3,Yes,8.2,Single,Business,No
1480,33,Male,Customer Support,Support Associate,7,0,0,4910,58900,4,2,3,No,9.6,Married,Business,No
1481,42,Female,Engineering,Senior Engineer,6,5,2,9080,108900,4,2,4,No,5.7,Single,Business,No
1482,26,Male,Customer Support,Support Associate,2,2,0,3600,43200,1,3,4,No,31.8,Single,Business,Yes
1483,35,Male,Customer Support,Support Lead,11,3,1,5530,66400,3,4,1,No,18.7,Married,HR,No
1484,36,Male,Engineering,Software Engineer,4,3,0,8910,106900,3,2,2,No,5.3,Divorced,Business,No
1485,38,Male,Engineering,QA Engineer,0,0,0,7780,93300,4,1,2,No,3.3,Married,Other,Yes
1486,37,Female,Engineering,QA Engineer,6,1,0,7790,93500,4,4,3,No,20.5,Married,HR,No
1487,31,Female,Marketing,Content Specialist,15,7,3,5820,69800,3,1,3,No,1.8,Divorced,Engineering,No
1488,38,Male,Sales,Sales Executive,3,1,1,3100,37200,2,4,2,Yes,1.0,Divorced,Engineering,Yes
1489,24,Female,HR,Recruiter,1,0,0,4650,55800,4,2,3,No,3.7,Single,Other,No
1490,20,Female,Finance,Accountant,6,3,0,5980,71700,3,3,3,No,2.7,Married,Engineering,No
1491,36,Female,Marketing,Content Specialist,10,3,0,5320,63800,3,2,3,No,6.5,Single,Marketing,No
1492,52,Male,Marketing,Content Specialist,8,1,0,4710,56500,4,2,3,No,10.3,Single,Business,No
1493,40,Male,Marketing,Marketing Manager,13,2,2,5980,71700,3,4,2,No,6.3,Married,Marketing,No
1494,25,Female,HR,HR Manager,12,4,1,6170,74000,4,4,4,Yes,3.4,Married,Marketing,No
1495,33,Male,Sales,Sales Executive,1,1,1,4280,51400,4,2,3,No,14.6,Married,Other,No
1496,33,Male,Engineering,Engineering Manager,0,0,0,6510,78100,3,2,2,No,11.3,Married,Marketing,Yes
1497,24,Male,Sales,Sales Manager,4,0,0,5680,68200,1,3,2,Yes,4.9,Single,Business,Yes
1498,20,Male,Engineering,Software Engineer,9,9,0,7420,89100,2,1,3,Yes,21.1,Single,Business,No
1499,35,Female,Finance,Accountant,6,0,0,6290,75500,4,2,3,No,16.7,Married,Business,No
1500,32,Male,Marketing,Marketing Associate,8,0,0,6060,72700,4,2,3,No,10.5,Single,Engineering,No
1501,54,Male,HR,Recruiter,4,4,4,5140,61700,3,4,2,Yes,12.2,Married,HR,Yes
1502,30,Female,Engineering,Senior Engineer,17,4,1,9240,110900,3,3,2,No,11.4,Married,Marketing,No
1503,36,Female,Engineering,Senior Engineer,13,3,1,10020,120300,2,1,3,No,2.6,Divorced,Engineering,No
1504,36,Female,Marketing,Marketing Manager,10,5,2,5970,71600,3,3,3,No,1.0,Divorced,Business,No
1505,52,Male,Marketing,Marketing Manager,8,0,0,5190,62300,2,2,3,Yes,10.6,Single,Business,Yes
1506,40,Female,Sales,Account Manager,0,0,0,4530,54400,2,3,4,No,16.4,Married,Business,Yes
1507,40,Male,Engineering,Senior Engineer,0,0,0,7290,87500,4,3,3,No,12.8,Divorced,HR,Yes
1508,38,Male,Engineering,QA Engineer,5,0,0,7550,90600,3,3,3,No,5.8,Single,Business,No
1509,40,Male,Engineering,Engineering Manager,16,2,2,11060,132700,3,2,1,No,8.7,Single,Marketing,No
1510,25,Male,HR,Recruiter,6,0,0,4880,58600,4,3,3,No,2.6,Married,Business,No
1511,34,Female,Marketing,Marketing Manager,4,3,3,3760,45100,2,2,3,No,6.4,Married,Engineering,Yes
1512,25,Female,Sales,Sales Executive,10,3,0,5500,66000,3,3,3,Yes,9.9,Married,Business,No
1513,36,Female,Finance,Accountant,11,1,1,7760,93100,4,3,4,Yes,1.2,Single,Business,No
